List Price,Bedrooms Total,Bathrooms Total,Living Area,MLS Area Major,Year Built,Lot Size Acres,Days on Market,Non-Representative Compensation,Stories Total,Stories,Bedrooms Total,Bathrooms Total,Bathrooms Full,Bathrooms Half,Garage Spaces,Original List Price,Latitude,Longitude,Time Limit Flag
3700,4,3,2085.0,272,2021,0.12,19,300.0,2.0,2.0,4,3,3,0.0,2.0,3850,30.112443549980764,-81.43356862,0
1735,3,2,1387.0,61,2006,0.26,2,0.0,1.0,1.0,3,2,2,0.0,2.0,1830,30.27090295026475,-81.79612644,0
3500,3,3,2263.0,272,2017,0.0,61,0.0,2.0,2.0,3,3,3,0.0,2.0,3500,30.08772587997722,-81.4193672,0
2300,3,2,1294.0,13,1988,0.16,2,0.0,1.0,1.0,3,2,2,0.0,2.0,2335,30.175453970366192,-81.58118131,0
3195,3,2,1679.0,331,1995,0.15,161,20.0,1.0,1.0,3,2,2,0.0,2.0,4495,29.82486185176465,-81.26027504,1
2500,2,3,1263.0,271,2016,0.05,5,10.0,2.0,2.0,2,3,2,1.0,1.0,2500,30.13023916568913,-81.42609502,0
2500,2,2,964.0,266,1989,0.0,72,250.0,3.0,1.0,2,2,2,0.0,1.0,2500,29.93341231949097,-81.29622669,0
2350,2,2,1329.0,11,2007,0.0,7,0.0,20.0,1.0,2,2,2,0.0,2.0,2350,30.317662183526227,-81.65076317,0
2400,3,3,1714.0,336,2024,0.13,60,150.0,1.0,1.0,3,3,2,1.0,2.0,2500,29.88926636630136,-81.37652236,0
1500,3,3,1440.0,139,2005,0.04,7,150.0,2.0,2.0,3,3,2,1.0,1.0,1500,30.16767721905395,-81.85216692,0
2575,3,3,1750.0,301,2022,0.08,5,0.0,2.0,2.0,3,3,2,1.0,1.0,2600,30.081583150583143,-81.49012979,0
2000,2,2,1134.0,31,2007,0.01,57,0.0,4.0,4.0,2,2,2,0.0,2.0,2000,30.314188436222388,-81.68698359,0
1985,3,2,1601.0,163,2020,0.13,79,10.0,1.0,1.0,3,2,2,0.0,3.0,2400,30.03018691380385,-81.78121205,0
1995,3,3,1704.0,22,2005,0.09,55,0.0,2.0,2.0,3,3,2,1.0,1.0,1995,30.250363394760136,-81.56701653,0
1950,3,3,1502.0,304,2023,0.05,44,0.0,2.0,2.0,3,3,2,1.0,1.0,2150,30.066761283205537,-81.47949733,0
1915,4,2,1653.0,143,2002,0.17,0,0.0,1.0,1.0,4,2,2,0.0,2.0,1915,30.118050405926944,-81.82390837,0
2450,2,3,1263.0,271,2016,0.05,1,0.0,2.0,2.0,2,3,2,1.0,1.0,2450,30.13019707712704,-81.43550723,0
2195,3,3,1720.0,301,2020,0.05,1,0.0,2.0,2.0,3,3,2,1.0,1.0,2195,30.100705663033093,-81.54234172,0
4250,3,2,2466.0,301,1975,4.0,63,0.0,1.0,1.0,3,2,2,0.0,2.0,4750,30.123623301904946,-81.61476406,0
3000,4,2,2555.0,301,2001,0.28,8,0.0,1.0,1.0,4,2,2,0.0,2.0,3000,30.079121209449283,-81.61139236,0
1950,3,3,1497.0,301,2005,0.11,6,250.0,2.0,2.0,3,3,2,1.0,1.0,1950,30.115853557704806,-81.58093515,0
3095,4,3,2782.0,312,2014,0.2,14,100.0,1.0,1.0,4,3,3,0.0,3.0,3095,30.034668619495932,-81.40177896,0
2195,2,2,1032.0,31,2007,0.01,15,0.0,4.0,4.0,2,2,2,0.0,2.0,2350,30.31595376455871,-81.68288992,0
4650,2,3,3069.0,29,2016,0.11,11,0.0,2.0,2.0,2,3,3,0.0,2.0,4650,30.12680976003201,-81.43919881,0
2150,3,4,1665.0,15,2004,0.1,61,100.0,2.0,2.0,3,4,3,1.0,2.0,2200,30.13176352098605,-81.55476312,0
3200,4,2,1766.0,272,2022,0.14,166,10.0,1.0,1.0,4,2,2,0.0,2.0,3650,30.044419167832444,-81.4086329,1
2700,3,3,2031.0,15,2010,0.16,19,10.0,2.0,2.0,3,3,2,1.0,2.0,2700,30.12578668,-81.50961382,0
2395,4,2,1977.0,301,2001,0.22,5,0.0,1.0,1.0,4,2,2,0.0,2.0,2435,30.061876557859453,-81.5116151,0
2120,3,2,1517.0,146,1992,0.28,2,0.0,1.0,1.0,3,2,2,0.0,2.0,2230,30.093832480023234,-81.76682045,0
4200,4,4,3150.0,26,2006,0.19,62,500.0,2.0,2.0,4,4,3,1.0,2.0,4400,30.292193658069696,-81.47146515,0
2155,4,2,1639.0,139,1999,0.18,6,0.0,1.0,1.0,4,2,2,0.0,2.0,2205,30.179453080074857,-81.79963693,0
1995,4,2,1861.0,161,2022,0.2,68,0.0,1.0,1.0,4,2,2,0.0,2.0,2100,30.01685009448294,-81.71748891,0
1905,4,2,1470.0,163,2004,0.18,24,0.0,1.0,1.0,4,2,2,0.0,2.0,2030,30.03761201025297,-81.80339573,0
2450,3,3,1519.0,28,2020,0.08,9,650.0,2.0,2.0,3,3,2,1.0,2.0,2450,30.12536684834072,-81.48180541,0
3300,3,3,1938.0,263,1991,0.19,58,0.0,1.0,1.0,3,3,2,1.0,2.0,3700,30.1571406774466,-81.41834143,0
1850,3,2,1346.0,26,2008,0.01,22,0.0,2.0,2.0,3,2,2,0.0,1.0,1900,30.283324063009665,-81.44410298,0
2750,3,3,1754.0,33,1950,0.34,61,0.0,1.0,1.0,3,3,2,1.0,2.0,3500,30.25270522503961,-81.71731589,0
2200,3,2,1585.0,25,1991,0.16,28,10.0,1.0,1.0,3,2,2,0.0,2.0,2300,30.290709314637656,-81.44408822,0
1705,3,2,1232.0,67,1989,0.18,14,0.0,1.0,1.0,3,2,2,0.0,1.0,1850,30.1920203480212,-81.76136475,0
3650,3,3,2393.0,309,2023,0.24,22,0.0,1.0,1.0,3,3,2,1.0,3.0,3650,29.926004194041013,-81.49699697,0
4500,4,3,2348.0,271,2016,0.19,34,10.0,2.0,2.0,4,3,3,0.0,2.0,4500,30.12323293491461,-81.41357511,0
1950,3,4,1574.0,23,2001,0.01,21,10.0,3.0,3.0,3,4,3,1.0,1.0,1950,30.254522196038668,-81.53621797,0
3750,4,3,2201.0,272,2020,0.19,63,0.0,2.0,2.0,4,3,2,1.0,2.0,4200,30.069535331538287,-81.40142058,0
2200,3,2,1244.0,41,2021,0.17,91,0.0,1.0,1.0,3,2,2,0.0,2.0,2400,30.318555430804643,-81.58459802,1
2675,4,2,1791.0,472,2022,0.15,8,10.0,1.0,1.0,4,2,2,0.0,2.0,2700,30.60673475462899,-81.54830545,0
5250,4,4,2875.0,993,2024,0.1365,16,2.5,2.0,2.0,4,4,3,1.0,2.0,5500,27.730585299063343,-82.46993638,0
1950,3,2,1473.0,26,2009,0.01,28,0.0,1.0,1.0,3,2,2,0.0,1.0,2050,30.281363250532998,-81.4534911,0
3050,3,4,2117.0,272,2019,0.0,34,350.0,3.0,3.0,3,4,3,1.0,2.0,3200,30.100993323529952,-81.42271184,0
2200,3,2,1469.0,301,1999,0.19,86,0.0,1.0,1.0,3,2,2,0.0,2.0,2200,30.066020663951065,-81.52979097,0
2600,3,4,2142.0,23,2007,0.07,51,0.0,3.0,3.0,3,4,3,1.0,1.0,2900,30.258620909297612,-81.52536592,0
4000,4,2,2106.0,222,1992,0.27,6,0.0,1.0,1.0,4,2,2,0.0,2.0,4000,30.319928277977372,-81.40289643,0
5500,4,4,2557.0,25,2015,0.25,16,0.0,1.0,1.0,4,4,2,2.0,2.0,5500,30.29319381738424,-81.47826875,0
2195,3,3,1851.0,22,2005,0.08,15,0.0,2.0,2.0,3,3,2,1.0,2.0,2195,30.25362303683148,-81.56969106,0
3600,4,3,2534.0,26,2014,0.17,105,0.0,2.0,2.0,4,3,2,1.0,2.0,4200,30.273330027539654,-81.44662127,1
1900,3,3,1574.0,21,2021,0.05,142,0.0,2.0,2.0,3,3,2,1.0,1.0,2300,30.30408325445905,-81.60277793,1
2300,3,2,1402.0,25,2001,0.09,68,0.0,1.0,1.0,3,2,2,0.0,1.0,2500,30.289675657655792,-81.43104788,0
5200,3,2,1620.0,251,1987,0.0,16,0.0,2.0,1.0,3,2,2,0.0,1.0,5200,30.248351762410056,-81.38692598,0
1765,2,3,1167.0,141,2024,0.0,61,20.0,2.0,2.0,2,3,2,1.0,1.0,1765,30.05525509066742,-81.86702827,0
2140,4,2,2216.0,139,2003,0.19,16,0.0,1.0,1.0,4,2,2,0.0,2.0,2345,30.17813645977121,-81.78312141,0
2950,4,3,2268.0,305,2022,0.21,76,0.0,1.0,1.0,4,3,3,0.0,3.0,3227,29.982474516217245,-81.50752298,0
2550,4,3,2027.0,302,2022,0.16,93,10.0,1.0,1.0,4,3,3,0.0,2.0,2850,30.013676847780783,-81.62465731,1
2600,5,3,2251.0,124,2003,0.14,11,350.0,2.0,2.0,5,3,2,1.0,2.0,2600,30.0822515124914,-81.72324736,0
2375,3,2,1857.0,96,2017,0.13,7,0.0,1.0,1.0,3,2,2,0.0,2.0,2415,30.45641372146716,-81.5511089,0
3700,5,2,0.0,26,2024,0.21,42,1480.0,1.0,1.0,5,2,2,0.0,2.0,3700,30.25785154023834,-81.4693231,0
2175,4,1,1693.0,91,2002,0.18,24,0.0,1.0,1.0,4,1,1,0.0,2.0,2175,30.422078334462935,-81.73322771,0
1735,3,2,1503.0,81,2004,0.22,14,0.0,1.0,1.0,3,2,2,0.0,2.0,1880,30.41521677484815,-81.76244583,0
3750,3,2,1520.0,261,1984,0.12,79,100.0,1.0,1.0,3,2,2,0.0,1.0,4500,30.199121601494102,-81.37136333,0
1950,2,3,1106.0,301,2020,0.05,6,0.0,2.0,2.0,2,3,2,1.0,1.0,1950,30.065964047093548,-81.61049015,0
2600,2,3,1481.0,31,2007,0.01,40,0.0,2.0,2.0,2,3,2,1.0,2.0,2650,30.312492074079724,-81.67853507,0
3400,3,3,2530.0,26,2000,0.2,15,0.0,1.0,1.0,3,3,2,1.0,2.0,3400,30.26125629,-81.46178686,0
5500,3,3,1932.0,211,2005,0.01,85,0.0,12.0,12.0,3,3,3,0.0,1.0,6000,30.292482080819557,-81.39159002,0
1990,3,2,1128.0,22,1955,0.45,78,0.0,1.0,1.0,3,2,2,0.0,1.0,2300,30.288581560455093,-81.59698719,0
1560,4,2,1125.0,63,1971,0.26,14,0.0,1.0,1.0,4,2,2,0.0,1.0,1720,30.25864428373723,-81.77159085,0
1950,3,3,1502.0,304,2022,0.05,48,0.0,2.0,2.0,3,3,2,1.0,1.0,1995,30.055769690805263,-81.4891755,0
2295,3,3,2144.0,15,2015,0.09,53,200.0,2.0,2.0,3,3,2,1.0,2.0,2395,30.124958582552377,-81.50995294,0
2300,4,3,2207.0,96,2017,0.11,6,250.0,2.0,2.0,4,3,2,1.0,2.0,2300,30.46522492,-81.54994745,0
2500,4,2,2288.0,124,2003,0.3,48,0.0,2.0,2.0,4,2,2,0.0,2.0,2750,30.05956937218706,-81.71136682,0
2650,3,2,1657.0,32,2016,0.16,34,150.0,1.0,1.0,3,2,2,0.0,2.0,2995,30.288184452828173,-81.7108024,0
2895,3,3,1794.0,26,2021,0.05,34,0.0,2.0,2.0,3,3,2,1.0,2.0,2995,30.278900411953455,-81.43792597,0
1865,3,2,1500.0,143,2006,0.14,0,0.0,1.0,1.0,3,2,2,0.0,2.0,1865,30.110493253740337,-81.83006839,0
1795,2,3,1210.0,304,2022,0.04,0,0.0,2.0,2.0,2,3,2,1.0,1.0,1795,30.06171736956523,-81.48794382,0
2400,4,2,1784.0,14,2004,0.34,51,0.0,1.0,1.0,4,2,2,0.0,2.0,2500,30.145401690540552,-81.58412286,0
2205,3,2,1568.0,134,1980,0.21,26,0.0,1.0,1.0,3,2,2,0.0,2.0,2255,30.14833125130145,-81.754967,0
2450,4,2,1874.0,56,2004,0.24,22,0.0,1.0,1.0,4,2,2,0.0,2.0,2250,30.214727403224213,-81.71853619,0
2350,4,4,2121.0,23,2009,0.08,114,0.0,3.0,3.0,4,4,3,1.0,1.0,2350,30.26049324900761,-81.52308144,1
2850,4,3,2487.0,25,2000,0.23,27,0.0,1.0,1.0,4,3,3,0.0,2.0,2850,30.31435261936273,-81.44526122,0
2250,4,2,1488.0,81,2023,6018.0,33,150.0,1.0,1.0,4,2,2,0.0,2.0,2250,30.39298144974802,-81.84539877,0
2200,3,2,1362.0,262,1996,0.0,15,0.0,3.0,1.0,3,2,2,0.0,1.0,2200,30.19541856683642,-81.38638477,0
4100,4,4,2368.0,27,2022,0.12,28,0.0,2.0,2.0,4,4,3,1.0,2.0,4300,30.18290529876907,-81.50722227,0
2000,3,2,1395.0,24,2020,0.1,7,0.0,1.0,1.0,3,2,2,0.0,2.0,2000,30.23018201035218,-81.5631321,0
1650,2,3,1204.0,336,2006,0.04,4,0.0,2.0,2.0,2,3,2,1.0,1.0,1650,29.924257580117803,-81.41500098,0
2150,4,2,1791.0,61,2001,0.15,56,200.0,1.0,1.0,4,2,2,0.0,2.0,2250,30.29516799973104,-81.77840498,0
4200,5,3,2605.0,26,2000,0.27,149,0.0,2605.0,1.0,5,3,3,0.0,2.0,4500,30.26897161519062,-81.45415447,1
1790,2,2,1203.0,23,2001,0.01,72,0.0,3.0,1.0,2,2,2,0.0,1.0,1800,30.25118630283931,-81.54039862,0
1800,3,3,1536.0,91,2024,0.09,25,350.0,2.0,2.0,3,3,2,1.0,1.0,1800,30.43628299948761,-81.65328454,0
1900,3,2,1203.0,13,1989,0.1,32,0.0,1.0,1.0,3,2,2,0.0,1.0,1900,30.195502908986448,-81.62091457,0
2350,3,2,1258.0,214,1996,0.04,43,0.0,2.0,1.0,3,2,2,0.0,1.0,2495,30.252151985352132,-81.40147185,0
1800,3,3,1536.0,91,2024,0.09,25,300.0,2.0,2.0,3,3,2,1.0,1.0,1800,30.4285986,-81.66312844,0
2245,3,2,1956.0,14,1985,0.23,15,0.0,1.0,1.0,3,2,2,0.0,2.0,1790,30.152002228570293,-81.56129486,0
5950,4,4,2670.0,261,1975,0.0,118,5.0,2.0,2.0,4,4,3,1.0,1.0,5950,30.18990447221248,-81.36897674,1
2600,4,3,2583.0,91,2013,0.18,54,0.0,2.0,2.0,4,3,3,0.0,2.0,2600,30.52306772,-81.65057186,0
2000,3,2,1857.0,27,2008,0.0,24,0.0,2.0,2.0,3,2,2,0.0,1.0,2000,30.22204164786389,-81.50310189,0
2600,3,2,1623.0,15,2020,0.11,15,0.0,1.0,1.0,3,2,2,0.0,2.0,2600,30.103874124235837,-81.51816369,0
2995,3,2,2443.0,309,2007,0.26,26,20.0,1.0,1.0,3,2,2,0.0,3.0,2995,29.94244691737538,-81.53279742,0
6700,3,4,2098.0,221,1974,0.04,86,0.0,3.0,3.0,3,4,3,1.0,1.0,7500,30.30350628681396,-81.39401078,0
2000,3,2,1215.0,61,1994,0.16,32,10.0,1.0,1.0,3,2,2,0.0,2.0,2000,30.27568235477513,-81.79449782,0
1550,2,1,1470.0,32,1940,0.14,70,0.0,2.0,2.0,2,1,1,0.0,1.0,1575,30.304742827006677,-81.70045002,0
2700,4,2,1705.0,312,2010,0.22,55,0.0,1.0,1.0,4,2,2,0.0,2.0,2700,30.03144028,-81.40309832,0
1695,3,3,1338.0,22,2019,0.04,5,0.0,1.0,1.0,3,3,2,1.0,1.0,1695,30.307559365962454,-81.56692797,0
3290,3,2,1797.0,272,2019,0.15,6,0.0,1.0,1.0,3,2,2,0.0,2.0,3460,30.067534600173904,-81.40305344,0
3200,4,3,2717.0,301,2016,0.13,5,0.0,2.0,2.0,4,3,2,1.0,2.0,3200,30.08099967761909,-81.52804954,0
1695,3,3,1528.0,24,2004,0.08,69,0.0,2.0,2.0,3,3,2,1.0,1.0,1850,30.24225270016413,-81.58386921,0
2050,4,2,1748.0,163,2000,0.18,20,0.0,1.0,1.0,4,2,2,0.0,2.0,2630,30.036266366574303,-81.80519746,0
2100,3,2,1403.0,162,2022,0.12,6,10.0,1.0,1.0,3,2,2,0.0,2.0,2100,30.03280908105572,-81.72990202,0
4000,4,3,2495.0,214,1999,0.2,14,200.0,1.0,1.0,4,3,3,0.0,2.0,4000,30.267432969394772,-81.4048381,0
1720,3,2,1244.0,67,1981,0.29,32,0.0,1.0,1.0,3,2,2,0.0,1.0,1770,30.20059457218091,-81.79614584,0
2000,3,3,1460.0,15,2017,0.04,21,0.0,2.0,2.0,3,3,2,1.0,1.0,2000,30.125065276101665,-81.52211027,0
2000,3,2,1624.0,41,1980,0.29,32,0.0,1.0,1.0,3,2,2,0.0,2.0,2075,30.379253641515447,-81.59817992,0
2140,3,2,1419.0,146,1986,0.26,26,0.0,1.0,1.0,3,2,2,0.0,2.0,2190,30.09984895729208,-81.76005659,0
1950,3,2,1705.0,492,2006,0.16,14,25.0,1.0,1.0,3,2,2,0.0,2.0,1950,30.601439175417603,-81.6687884,0
1525,2,1,1200.0,11,1951,0.18,21,0.0,2.0,2.0,2,1,1,0.0,1.0,1550,30.306989225178487,-81.6568379,0
3375,4,2,1755.0,272,2017,0.14,21,0.0,1.0,1.0,4,2,2,0.0,2.0,3400,30.10431668087236,-81.42265891,0
5990,5,3,3254.0,262,1997,0.26,40,0.0,2.0,2.0,5,3,3,0.0,2.0,6300,30.148596747811425,-81.38357176,0
4095,3,3,1940.0,213,2004,0.07,126,150.0,2.0,2.0,3,3,2,1.0,2.0,4795,30.292767742131424,-81.39233213,1
1755,3,2,1297.0,146,1988,0.24,14,0.0,1.0,1.0,3,2,2,0.0,1.0,1505,30.09319050515223,-81.75949877,0
2300,3,2,1768.0,15,2003,0.14,7,0.0,1.0,1.0,3,2,2,0.0,2.0,2400,30.117109481878064,-81.51899176,0
1450,3,1,952.0,481,1956,1.0,14,0.0,1.0,1.0,3,1,1,0.0,1.0,1450,30.614975266527026,-81.59735462,0
2700,4,3,2502.0,42,1987,0.7,26,0.0,2.0,2.0,4,3,2,1.0,2.0,2700,30.35349769128799,-81.51688384,0
1980,3,2,1395.0,66,2022,0.11,14,0.0,1.0,1.0,3,2,2,0.0,2.0,2000,30.201903212517028,-81.95981001,0
2265,3,2,1687.0,304,1999,0.19,6,0.0,1.0,1.0,3,2,2,0.0,2.0,2335,30.052977073471,-81.52429699,0
1785,3,2,1515.0,53,1963,0.55,24,0.0,1.0,1.0,3,2,2,0.0,2.0,1910,30.308111595274145,-81.75117139,0
3600,3,3,2205.0,27,2023,0.13,26,10.0,2.0,2.0,3,3,3,0.0,2.0,3900,30.196145883894825,-81.50006285,0
3600,3,2,2018.0,272,2015,0.15,106,0.0,1.0,1.0,3,2,2,0.0,2.0,4000,30.113921909043118,-81.43036673,1
2150,2,2,1857.0,27,2008,0.0,6,10.0,2.0,2.0,2,2,2,0.0,1.0,2150,30.225278625841764,-81.49690339,0
4000,2,2,1259.0,212,1985,0.01,42,0.0,1.0,1.0,2,2,2,0.0,1.0,4000,30.27554297770687,-81.39778515,0
1995,4,2,1849.0,163,2005,0.16,4,0.0,1.0,1.0,4,2,2,0.0,2.0,1995,30.047559510456608,-81.78815735,0
1880,3,2,1470.0,63,1992,0.16,24,0.0,1.0,1.0,3,2,2,0.0,2.0,2005,30.234656577383493,-81.78773202,0
2200,3,4,2121.0,23,2005,0.09,5,10.0,3.0,3.0,3,4,2,2.0,1.0,2200,30.26527022650451,-81.51943895,0
2200,3,2,1347.0,12,1954,0.25,5,0.0,1.0,1.0,3,2,2,0.0,1.0,2200,30.23058010940593,-81.61367359,0
3695,4,3,2764.0,272,2016,0.22,20,0.0,1.0,1.0,4,3,3,0.0,2.0,3695,30.105936785796825,-81.44793645,0
1700,2,3,1424.0,91,2007,0.15,20,0.0,2.0,2.0,2,3,2,1.0,1.0,1700,30.45833701317526,-81.68008994,0
1750,2,3,1390.0,24,2006,0.01,20,101.0,2.0,2.0,2,3,2,1.0,1.0,1850,30.204751273994788,-81.54665335,0
1150,1,1,800.0,12,1970,3.51,20,100.0,1.0,1.0,1,1,1,0.0,2.0,1150,30.248436790006075,-81.64230661,0
6200,3,2,2424.0,262,1990,0.43,13,0.0,1.0,1.0,3,2,2,0.0,2.0,6200,30.214280609635782,-81.38480881,0
2100,4,2,1756.0,122,1999,0.16,19,0.0,1.0,1.0,4,2,2,0.0,2.0,2350,30.13288971724277,-81.70922715,0
2275,3,3,1851.0,22,2005,0.08,5,0.0,2.0,2.0,3,3,2,1.0,2.0,2275,30.253286176138914,-81.56468246,0
3900,4,3,2864.0,312,2006,0.31,42,10.0,1.0,1.0,4,3,3,0.0,3.0,3900,30.009168195657857,-81.37969317,0
4000,4,3,2079.0,272,2023,0.1,14,300.0,2.0,2.0,4,3,3,0.0,2.0,4000,30.06356094592304,-81.4282569,0
2450,4,2,2174.0,122,1995,0.21,21,0.0,1.0,1.0,4,2,2,0.0,2.0,2450,30.111812275257822,-81.72791909,0
2135,3,2,1796.0,42,1996,0.34,19,0.0,1.0,1.0,3,2,2,0.0,2.0,2380,30.352965198334413,-81.5432127,0
3200,3,3,2027.0,272,2014,0.07,19,800.0,2.0,2.0,3,3,2,1.0,2.0,3200,30.098026626773457,-81.42678344,0
3500,3,3,1835.0,43,2015,0.06,84,0.0,2.0,2.0,3,3,2,1.0,2.0,4000,30.32723689118874,-81.45947989,0
5550,3,3,2261.0,302,2024,0.07,12,0.0,2.0,2.0,3,3,2,1.0,2.0,5550,30.02028485829253,-81.63169098,0
2195,3,3,1640.0,301,2018,0.09,13,0.0,2.0,2.0,3,3,2,1.0,2.0,2195,30.064741447394795,-81.53696961,0
2400,3,2,1893.0,23,2000,0.17,5,250.0,1.0,1.0,3,2,2,0.0,2.0,2400,30.313625277539412,-81.51873526,0
1690,3,2,1260.0,146,1992,0.11,5,0.0,1.0,1.0,3,2,2,0.0,1.0,1755,30.105345471715555,-81.8225799,0
1995,3,2,1700.0,66,2021,0.15,116,300.0,1.0,1.0,3,2,2,0.0,2.0,2150,30.202851909463263,-81.84127943,1
2800,3,2,1763.0,304,2020,0.17,18,10.0,1.0,1.0,3,2,2,0.0,2.0,2900,30.072643060274416,-81.47231892,0
3900,4,4,2771.0,213,2007,0.12,18,0.0,2.0,2.0,4,4,3,1.0,2.0,3900,30.30311571897516,-81.40190758,0
4050,3,3,2326.0,263,2006,0.0,54,0.0,2.0,2.0,3,3,2,1.0,2.0,4200,30.16333324376207,-81.3710266,0
1795,2,3,1376.0,42,1986,0.09,18,0.0,2.0,2.0,2,3,2,1.0,2.0,1795,30.335626657733336,-81.53599646,0
2750,2,2,1152.0,272,2011,0.13,82,0.0,1.0,1.0,2,2,2,0.0,2.0,3050,30.089293614265035,-81.3970685,0
2000,2,3,1211.0,337,2017,0.05,5,0.0,2.0,2.0,2,3,2,1.0,1.0,2000,29.867318117772964,-81.33196057,0
3200,2,2,1969.0,272,2024,0.16,12,10.0,1.0,1.0,2,2,2,0.0,2.0,3200,30.059528725212743,-81.38752695,0
14000,4,5,3916.0,922,2023,1.02,12,2.5,2.0,2.0,4,5,4,1.0,3.0,14000,28.579610801807203,-81.66731646,0
1900,3,3,2385.0,64,2002,0.71,51,0.0,2.0,2.0,3,3,2,1.0,2.0,1995,30.223306543964306,-81.79353331,0
3400,3,3,2298.0,272,2013,0.12,62,10.0,2.0,2.0,3,3,2,1.0,2.0,3400,30.100846401750896,-81.46620584,0
1400,2,3,1176.0,63,2005,0.04,38,0.0,2.0,2.0,2,3,2,1.0,1.0,1450,30.252826890013655,-81.76768965,0
2400,3,2,1852.0,43,2001,0.18,39,10.0,1.0,1.0,3,2,2,0.0,2.0,2400,30.352380366087267,-81.4718487,0
2600,4,3,2035.0,304,2021,0.17,37,10.0,2.0,2.0,4,3,2,1.0,2.0,2700,30.027625248254413,-81.52252528,0
1620,2,3,1346.0,304,2006,0.05,37,20.0,2.0,2.0,2,3,2,1.0,1.0,1620,30.05070914,-81.49672979,0
3550,4,2,1779.0,272,2022,0.16,37,10.0,1.0,1.0,4,2,2,0.0,2.0,3550,30.051210912094103,-81.41049566,0
